from_customer;to_apl_100mN29649E43165;to_apl_100mN29661E43200;to_apl_100mN29630E43162;to_apl_100mN29665E43151;to_apl_100mN29606E43185;to_apl_100mN29633E43200;to_apl_100mN29671E43184;to_apl_100mN29638E43133;to_apl_100mN29611E43167;to_apl_100mN29644E43182;to_apl_100mN29645E43147;to_apl_100mN29683E43217;to_apl_100mN29641E43160;to_apl_100mN29631E43173;to_apl_100mN29655E43174;to_apl_100mN29631E43167;to_apl_100mN29617E43204;to_apl_100mN29658E43191;to_apl_100mN29684E43150;to_apl_100mN29638E43175;to_apl_100mN29647E43211;to_apl_100mN29643E43154;to_apl_100mN29608E43162;to_apl_100mN29648E43160;to_apl_100mN29660E43135;to_apl_100mN29658E43183;to_apl_100mN29622E43153;to_apl_100mN29637E43169;to_apl_100mN29678E43181;to_apl_100mN29621E43139;to_apl_100mN29682E43213;to_apl_100mN29677E43156;to_apl_100mN29624E43178;to_apl_100mN29608E43179;to_apl_100mN29655E43169;to_apl_100mN29646E43138;to_apl_100mN29652E43148;to_apl_100mN29667E43198;to_apl_100mN29677E43188;to_apl_100mN29644E43171;to_apl_100mN29636E43164;to_apl_100mN29655E43203;to_apl_100mN29634E43159;to_apl_100mN29646E43178;to_apl_100mN29628E43202;to_apl_100mN29664E43179;to_apl_100mN29625E43164;to_apl_100mN29663E43194;to_apl_100mN29599E43177;to_apl_100mN29647E43143;to_apl_100mN29667E43188;to_apl_100mN29610E43173;to_apl_100mN29606E43198;to_apl_100mN29633E43182;to_apl_100mN29654E43196;to_apl_100mN29653E43157;to_apl_100mN29665E43183;to_apl_100mN29629E43196;to_apl_100mN29637E43140;to_apl_100mN29682E43209
100mN29660E43137;3976.9;7488.9;5405.7;1606.5;10220.9;8103.0;5963.1;5217.0;7614.6;5671.4;3819.5;10088.0;4266.9;6101.3;4112.2;5594.4;10133.2;6357.4;3731.0;5595.0;8332.6;4090.6;7953.1;3665.1;972.8;5244.8;6346.9;5399.1;6043.3;7190.1;9515.4;3768.2;7111.2;8740.8;3638.5;4584.2;3125.3;7228.6;6415.3;4805.6;4998.4;7696.5;4891.4;5166.4;8460.9;5003.7;5915.0;7067.2;9709.5;4034.7;5909.8;8132.0;10066.5;6789.2;6855.0;3065.0;5355.0;7771.7;5130.4;9345.0
100mN29661E43138;3936.3;7448.3;5812.7;1565.9;10627.9;8062.3;5922.5;5230.7;8021.6;5630.7;4355.1;10047.3;4599.1;6198.2;4071.5;5889.7;10092.5;6316.8;3296.6;5573.3;8292.0;4626.2;8488.7;3826.1;371.1;5204.1;6882.5;5543.3;6002.6;7725.6;9474.7;3625.9;7209.2;9147.8;3597.9;4728.2;3660.8;7187.9;6374.6;4765.0;5248.0;7655.8;5427.0;5125.7;8420.2;4963.1;6322.0;7026.5;10116.6;4570.3;5869.1;8539.0;10303.6;6767.5;6814.3;3339.5;5314.3;7731.1;5665.9;9304.4
100mN29687E43137;6331.6;8257.4;8208.0;3432.4;13023.2;10083.3;5520.0;7399.8;10416.9;7651.7;7234.4;9516.1;6994.4;8423.0;6047.8;8285.0;12169.7;7681.8;1378.2;7798.1;10098.4;7268.8;10853.2;6221.4;3770.8;6680.4;9460.1;7764.9;5395.6;10189.2;9024.3;2447.4;9434.0;11543.1;5589.8;6897.4;6744.5;7655.3;5800.0;6867.7;7643.3;8723.5;7839.8;7146.7;10497.4;6140.7;8717.3;7494.0;12511.9;7484.2;6305.7;10934.3;12393.8;8992.3;8334.9;5734.8;6092.1;9808.3;8438.7;8418.8
100mN29621E43140;5019.3;8590.7;2818.8;7748.6;6045.3;6855.5;8079.0;3197.4;3329.3;5721.3;3623.4;11505.7;3936.0;3946.3;6085.3;3216.1;7657.3;7459.2;9402.7;4496.0;8763.9;3916.0;3202.0;4671.0;7450.6;6934.0;1308.9;4043.1;8932.7;631.3;11080.8;8211.0;4458.1;4565.2;5688.0;4058.2;4519.2;8747.7;9081.8;4702.0;3532.0;8798.2;3146.8;5448.1;6842.4;7207.6;2679.3;8267.3;5449.9;3752.5;7907.6;3864.7;6975.9;4987.2;7956.8;4904.6;7408.4;6153.3;2695.2;10944.7
100mN29624E43140;4568.2;8702.4;2930.4;7188.3;6323.2;6967.1;7950.2;2637.1;3607.2;5832.9;3063.2;11617.3;3615.7;4057.9;5884.9;3327.8;7768.9;7570.9;8842.4;4607.7;8875.5;3355.7;3501.3;4123.1;6890.4;7045.7;1495.1;4154.7;8595.8;622.3;11192.5;7650.7;4569.7;4843.1;5394.6;3497.9;3959.0;8859.3;8953.1;4813.6;3643.6;8909.9;3258.4;5559.7;6954.1;7025.2;2790.9;8378.9;5727.8;3192.2;7778.8;4142.6;7087.5;5098.8;8068.4;4344.3;7279.6;6264.9;2134.9;11056.3
100mN29627E43140;4242.6;8391.2;2874.5;6829.6;6424.6;6911.2;7624.6;2278.4;3708.6;5533.9;2704.5;11306.1;3290.1;4002.0;5559.3;3271.8;7713.0;7259.7;8483.7;4551.7;8819.6;2997.0;3701.4;3797.4;6531.7;6550.3;1644.4;4098.8;8237.1;902.6;10881.3;7292.0;4513.8;4944.5;5069.0;3139.2;3600.3;8548.2;8627.4;4402.0;3587.7;8598.7;3202.5;5260.7;6898.1;6699.6;2735.0;8067.8;5829.2;2833.5;7453.2;4244.0;7031.6;5042.9;7757.3;3985.6;6953.9;6209.0;1776.2;10745.1
100mN29632E43140;3634.7;7783.3;3038.0;6187.9;6730.2;6875.9;7016.7;1636.8;4014.2;4926.0;2062.8;10698.3;2682.2;4005.1;4951.4;3336.1;8018.5;6651.8;7842.0;4011.8;8283.7;2355.3;4007.0;3189.5;5890.0;5942.4;1950.0;3435.0;7595.5;1670.6;10273.4;6650.3;4819.3;5250.1;4461.1;2497.5;2958.6;7940.3;8019.5;3794.1;2827.9;7990.8;2480.7;4652.8;7033.4;6091.7;3040.6;7459.9;6134.8;2191.9;6845.3;4549.6;7337.2;4828.4;7149.4;3343.9;6346.1;6344.2;1134.5;10137.3
100mN29636E43142;3346.7;7555.6;2799.2;5764.6;7078.4;6637.0;6728.6;1306.0;4362.3;4687.2;1639.5;10470.6;2443.4;3766.3;4663.4;3097.3;8213.8;6424.1;7418.7;3773.0;8044.8;1932.0;4355.1;2901.5;5466.7;5654.4;2298.1;3196.2;7172.1;2095.8;10045.7;6227.0;4705.4;5598.2;4173.0;2197.6;2535.3;7712.6;7731.5;3555.2;2589.1;7763.2;2241.9;4414.0;6794.5;5803.7;3332.9;7232.2;6482.9;1768.5;6557.3;4897.7;7532.4;4589.6;6921.7;2920.6;6058.0;6105.4;803.8;9909.6
100mN29639E43140;3304.1;7513.1;2838.2;5600.0;7425.6;6676.0;6686.1;1263.0;4738.4;4726.2;1474.9;10428.0;2482.4;3805.3;4620.8;3136.3;8252.8;6381.6;7254.1;3812.0;8083.8;1767.4;5034.1;2858.9;5302.1;5611.8;3042.3;3235.2;7007.5;2656.4;10003.2;6062.4;4744.4;5945.5;4130.5;2033.0;2370.6;7670.0;7379.5;3594.2;2628.1;7720.6;2280.9;4453.0;6833.5;5761.1;3371.9;7189.6;6859.0;1603.9;6514.7;5256.7;7571.4;4628.6;6879.1;2756.0;6015.5;6144.4;161.1;9867.0
100mN29642E43140;2916.5;7125.5;2931.6;5138.7;7519.0;6769.4;6298.5;1080.4;4831.8;4833.8;921.1;10040.5;2481.0;3898.7;4227.1;3229.7;8346.2;5994.0;6792.8;3905.3;7832.0;1415.7;5127.5;2471.4;4840.8;5224.3;3298.8;3328.6;6546.3;2912.9;9615.6;5601.1;4837.8;6038.9;3736.8;945.4;1816.9;7282.5;6918.2;3454.5;2721.5;7333.0;2374.3;4383.9;6926.9;5370.0;3465.3;6802.1;6952.4;857.5;6127.2;5350.1;7664.8;4722.0;6491.6;2294.7;5627.9;6237.8;1066.1;9479.5
100mN29645E43140;2807.4;7016.4;3251.8;4991.8;7839.2;6873.0;6182.5;1542.4;5152.0;4724.6;722.3;9931.3;2371.8;4211.5;4080.2;3549.9;8666.3;5884.8;6645.9;3977.4;7722.9;1635.3;5447.7;2362.2;4693.9;5115.1;3508.3;3509.3;6399.3;3388.4;9506.5;5454.2;5158.0;6359.1;3589.9;521.1;1496.8;7173.3;6771.3;3345.3;3041.7;7223.9;2694.5;4274.7;7107.7;5223.0;3785.5;6692.9;7272.6;542.3;6018.0;5670.3;7985.0;4902.8;6382.4;2147.8;5518.7;6418.6;1541.6;9370.3
100mN29648E43140;2902.4;6953.7;3571.0;4832.1;8158.5;6968.0;6022.8;1875.1;5471.3;4819.2;895.3;9868.6;2466.8;4306.5;3935.3;3799.6;8637.5;5822.2;6486.2;4072.4;7762.4;1730.3;5767.0;2457.2;4461.3;5031.1;3827.6;3604.4;6239.7;3721.1;9406.5;5294.6;5316.4;6678.4;3445.0;367.1;1155.4;7110.6;6611.7;3440.3;3203.7;7161.2;3013.7;4314.2;7202.7;5063.4;4104.8;6630.2;7591.9;486.6;5934.0;5989.5;8266.4;4997.8;6319.7;1988.2;5414.7;6513.6;1874.3;9270.3
100mN29651E43142;2793.1;6785.2;3682.0;4663.7;8302.6;7044.5;5854.4;2157.3;5615.3;4650.8;997.1;9700.1;2543.3;4383.0;3766.9;3876.1;8714.0;5653.7;6317.8;4148.9;7593.9;1806.8;5911.1;2313.5;4240.0;4862.6;3971.7;3680.8;6071.2;4003.2;9238.0;5126.1;5392.9;6822.4;3276.5;653.5;930.2;6942.1;6443.2;3516.8;3280.1;6992.7;3138.7;4145.8;7279.2;4894.9;4191.3;6461.7;7736.0;422.6;5765.5;6133.6;8342.8;5074.3;6151.2;1819.7;5246.2;6590.0;2099.0;9101.8
100mN29653E43142;3055.6;7043.7;4130.7;4664.1;8791.4;7342.0;5903.2;2794.5;6104.1;4909.2;1570.3;9958.6;2992.0;4831.8;4014.6;4324.8;9162.7;5912.2;6318.2;4519.9;7852.3;2352.7;6399.9;2591.5;4139.2;5121.1;4793.7;4129.6;6120.1;4640.4;9455.4;5126.6;5841.6;7311.2;3535.0;1011.1;1039.0;7168.6;6492.1;3887.8;3728.9;7251.2;3587.4;4404.2;7652.2;4943.8;4640.1;6720.2;8224.8;1059.8;5849.9;6622.4;8791.6;5523.0;6409.7;2067.9;5295.1;6963.1;2736.3;9285.1
100mN29658E43142;3342.7;6854.7;5219.1;1602.0;10034.3;7468.7;5328.9;5560.0;7428.0;5037.1;4016.6;9453.7;4005.5;5604.6;3477.9;5296.1;9498.9;5723.2;4210.3;4979.7;7698.4;4279.9;7864.3;3232.5;1563.7;4610.5;6471.2;4949.7;5409.0;7387.1;8881.1;3820.7;6615.6;8554.2;3004.3;4781.2;3322.3;6594.3;5781.0;4171.4;4654.4;7062.2;4850.8;4532.1;7826.6;4369.5;5728.4;6432.9;9522.9;4231.7;5275.5;7945.4;9710.0;6173.9;6220.7;2745.9;4720.7;7137.5;5327.4;8710.7
100mN29663E43141;3517.5;7029.5;5393.9;1147.1;10209.1;7643.5;5503.7;5640.0;7602.8;5211.9;4343.5;9628.5;4180.3;5779.4;3652.7;5470.9;9673.7;5898.0;3271.6;5154.5;7873.2;4454.7;8039.1;3407.3;789.9;4785.3;6646.0;5124.5;5583.8;7714.0;9055.9;3308.8;6790.4;8729.0;3179.1;5108.1;3649.2;6769.1;5955.8;4346.2;4829.2;7237.0;5025.7;4706.9;8001.4;4544.3;5903.2;6607.7;9697.7;4558.7;5450.3;8120.2;9884.8;6348.7;6395.5;2920.7;4895.5;7312.3;5654.3;8885.5
100mN29621E43143;4712.2;8283.6;2511.7;7598.3;5744.7;6548.4;7771.9;3264.2;3028.7;5414.1;3690.3;11198.5;3628.9;3639.1;5778.2;2909.0;7350.1;7152.1;9252.4;4188.9;8456.8;3982.8;2901.5;4386.7;7517.5;6626.9;1001.8;3736.0;8625.6;700.0;10773.7;8060.7;4150.9;4264.6;5380.8;4125.0;4586.1;8440.5;8774.7;4394.9;3224.9;8491.1;2839.7;5141.0;6535.3;6900.4;2372.2;7960.1;5149.3;3819.3;7600.5;3564.1;6668.8;4680.1;7649.6;4776.3;7101.2;5846.2;2762.0;10637.5
100mN29623E43144;4450.1;8324.4;2552.5;7102.2;6102.6;6589.2;7785.8;2551.0;3386.5;5454.9;2977.1;11239.3;3432.8;3679.9;5766.9;2949.8;7390.9;7192.9;8756.3;4229.7;8497.6;3269.6;3379.4;4005.0;6804.3;6667.7;1117.1;3776.8;8377.1;1342.1;10814.5;7564.6;4191.7;4622.5;5276.5;3411.8;3872.9;8481.3;8788.6;4435.7;3265.7;8531.9;2880.5;5181.8;6576.1;6900.9;2413.0;8000.9;5507.2;3106.1;7614.4;3921.9;6709.6;4720.8;7690.4;4258.2;7115.1;5887.0;2048.8;10678.3
100mN29636E43145;3292.4;7441.0;2695.7;5848.9;6695.4;6533.6;6674.4;1643.2;4008.2;4583.7;1723.8;10355.9;2339.9;3662.8;4609.1;2993.8;7971.7;6309.5;7503.0;3669.5;7941.4;2016.3;4051.4;2847.2;5551.0;5600.1;1994.4;3092.7;7256.5;2120.5;9931.1;6311.4;4601.9;5215.3;4118.8;2282.0;2619.6;7597.9;7677.2;3451.8;2485.6;7648.5;2138.4;4310.5;6691.1;5749.4;2993.8;7117.6;6128.8;1852.9;6503.0;4526.5;7290.4;4486.1;6807.1;3005.0;6003.7;6001.9;1141.0;9794.9
100mN29639E43143;2968.5;7177.5;2502.6;5264.4;7090.0;6340.4;6350.5;1556.0;4402.8;4390.6;1139.3;10092.4;2146.8;3469.7;4285.2;2800.7;7917.2;6046.0;6918.5;3476.4;7748.2;1431.8;4698.6;2523.3;4966.5;5276.2;2635.8;2899.6;6671.9;2822.8;9667.6;5726.8;4408.8;5609.9;3794.9;1697.4;2035.1;7334.4;7043.9;3258.6;2292.5;7385.0;1945.3;4117.4;6497.9;5425.5;3036.4;6854.0;6523.5;1268.3;6179.1;4921.1;7235.8;4293.0;6543.5;2420.4;5679.9;5808.8;408.2;9531.4
100mN29642E43143;2712.3;6921.3;2626.5;4967.4;7213.9;6464.3;6094.3;1421.5;4526.7;4514.5;842.2;9836.3;2270.7;3593.6;4029.0;2924.6;8041.1;5789.8;6621.5;3600.3;7627.8;1134.7;4822.5;2267.2;4669.4;5020.0;2883.1;3023.5;6374.9;3070.1;9411.4;5429.8;4532.7;5733.8;3538.7;1333.4;1738.0;7078.3;6746.9;3250.3;2416.4;7128.8;2069.2;4179.7;6621.8;5169.3;3160.3;6597.9;6647.4;971.3;5923.0;5045.0;7359.7;4416.9;6287.4;2123.4;5423.7;5932.7;1010.4;9275.2
100mN29645E43143;2507.8;6716.8;2970.0;4692.2;7557.4;6573.4;5882.9;1663.5;4870.2;4425.1;422.7;9631.7;2072.2;3912.0;3780.6;3268.1;8242.9;5585.3;6346.3;3677.8;7423.3;1335.7;5165.9;2062.6;4394.3;4815.5;3226.5;3209.8;6099.8;3413.6;9206.9;5154.6;4876.2;6077.3;3290.3;769.4;1318.5;6873.7;6471.7;3045.7;2759.9;6924.3;2412.7;3975.2;6808.1;4923.5;3503.7;6393.3;6990.8;551.8;5718.4;5388.5;7703.2;4603.2;6082.8;1848.2;5219.2;6119.0;1353.9;9070.7
100mN29648E43143;2475.7;6684.7;3178.9;4601.4;7799.4;6541.4;5792.1;1928.7;5112.2;4393.0;494.0;9599.7;2040.2;3879.9;3689.8;3373.0;8210.9;5553.2;6255.5;3645.8;7391.2;1303.7;5408.0;2030.6;4276.5;4785.6;3468.6;3177.7;6009.0;3655.6;9161.0;5063.8;4889.8;6319.3;3199.5;700.0;1020.6;6841.7;6380.9;3013.7;2777.0;6892.2;2635.6;3943.1;6776.1;4832.7;3688.2;6361.3;7232.9;80.6;5688.5;5630.5;7839.7;4571.1;6050.8;1757.4;5183.9;6086.9;1595.9;9024.8
100mN29651E43143;2463.8;6455.9;3443.8;4334.4;8070.3;6754.2;5525.0;2322.4;5383.1;4321.5;803.2;9370.8;2305.1;4144.8;3437.5;3637.9;8475.8;5324.4;5988.5;3910.7;7264.6;1585.5;5678.8;1984.2;3941.8;4533.3;3823.3;3442.6;5741.9;4010.4;8908.7;4796.8;5154.7;6590.2;2947.2;965.9;632.0;6612.8;6113.9;3278.6;3041.9;6663.4;2900.5;3816.4;7041.0;4565.6;3953.1;6132.4;7503.7;481.2;5436.2;5901.3;8104.7;4836.1;5821.9;1490.4;4916.9;6351.9;1950.7;8772.5
100mN29653E43144;2746.4;6734.5;3811.9;4355.0;8472.3;7032.8;5594.1;2556.0;5785.0;4600.1;1166.8;9649.4;2673.2;4512.9;3705.5;4006.0;8843.9;5603.0;6009.1;4201.0;7543.2;1976.5;6080.8;2272.7;3830.1;4811.9;4141.4;3810.7;5810.9;4328.4;9146.3;4817.4;5522.8;6992.1;3225.8;1182.0;705.6;6859.5;6182.9;3568.9;3410.0;6942.0;3268.6;4095.1;7343.1;4634.6;4321.2;6411.0;7905.7;799.2;5540.7;6303.3;8472.7;5204.1;6100.5;1758.7;4985.9;6653.9;2268.8;8975.9
100mN29659E43143;3032.4;6544.4;4908.8;1291.8;9724.1;7158.4;5018.6;5770.0;7117.8;4726.9;3935.2;9143.5;3695.2;5294.3;3167.7;4985.8;9188.7;5412.9;3900.0;4669.5;7388.1;3969.6;7554.1;2922.3;1818.3;4300.3;6160.9;4639.4;5098.8;7296.6;8570.8;3510.4;6305.3;8243.9;2694.0;4745.5;3445.3;6284.0;5470.7;3861.1;4344.2;6751.9;4540.6;4221.9;7516.4;4059.2;5418.2;6122.6;9212.7;4185.0;4965.3;7635.2;9399.8;5863.7;5910.5;2435.6;4410.5;6827.2;5236.9;8400.5
100mN29663E43143;3175.1;6687.1;5051.5;922.4;9866.8;7301.1;5161.3;5912.7;7260.4;4869.5;4077.9;9286.1;3837.9;5437.0;3310.4;5128.5;9331.3;5555.6;3102.1;4812.1;7530.8;4112.3;7696.8;3065.0;1132.3;4442.9;6303.6;4782.1;5241.5;7439.3;8713.5;3139.3;6448.0;8386.6;2836.7;4888.2;3588.0;6426.7;5613.4;4003.8;4486.9;6894.6;4683.3;4364.5;7659.0;4201.9;5560.8;6265.3;9355.4;4327.7;5108.0;7777.9;9542.4;6006.3;6053.1;2578.3;4553.1;6969.9;5379.6;8543.2
100mN29687E43144;5783.8;7709.6;7660.2;2907.2;12475.5;9535.5;4972.2;7580.3;9869.1;7103.9;6686.6;8909.8;6446.6;7875.2;5500.0;7737.2;11621.9;7134.1;760.0;7250.4;9550.6;6721.0;10305.5;5673.7;3245.5;6132.6;8912.3;7217.1;4847.8;10048.0;8476.5;1899.6;8886.2;10995.3;5042.1;7077.9;6196.7;7107.6;5252.2;6319.9;7095.6;8175.7;7292.0;6598.9;9949.6;5593.0;8169.5;6946.2;11964.1;6936.4;5757.9;10386.6;11846.0;8444.6;7787.1;5187.0;5544.3;9260.5;7988.3;7871.0
100mN29615E43147;4754.5;8325.9;2554.0;7689.1;5569.7;6590.7;7814.2;4399.5;2853.6;5456.4;4661.5;11240.8;3671.2;3681.4;5820.5;2951.3;7281.1;7194.4;9343.2;4231.2;8499.1;4159.4;2526.1;4443.5;7683.8;6669.2;1489.6;3778.2;8667.9;1835.3;10816.0;8151.6;4067.4;4089.6;5423.1;5260.3;4935.2;8482.8;8817.0;4437.2;3267.2;8533.4;2882.0;5183.3;6577.6;6942.7;2414.5;8002.4;4877.0;4954.6;7642.8;3389.0;6599.8;4722.3;7691.9;4867.1;7143.5;5888.4;3897.3;10679.8
100mN29618E43146;4678.5;8249.9;2478.0;7564.6;5560.5;6514.7;7738.1;3878.0;2844.4;5380.4;4304.1;11164.8;3595.1;3605.4;5744.5;2875.3;7271.9;7118.4;9218.7;4155.2;8423.1;4034.8;2568.4;4353.0;7559.2;6593.2;968.1;3702.2;8591.9;1313.8;10740.0;8027.0;4058.2;4080.4;5347.1;4738.8;4810.7;8406.8;8741.0;4361.2;3191.2;8457.4;2806.0;5107.2;6501.6;6866.7;2338.5;7926.4;4919.2;4433.1;7566.8;3379.8;6590.6;4646.3;7615.9;4742.6;7067.5;5812.4;3375.8;10603.8
100mN29621E43146;4388.4;7959.8;2187.9;7274.5;5441.4;6224.6;7448.1;3525.8;2725.4;5090.3;3951.9;10874.7;3305.1;3315.3;5454.4;2585.2;7026.3;6828.3;8928.6;3865.1;8133.0;3744.7;2619.5;4062.9;7269.1;6303.1;678.0;3412.1;8301.8;961.6;10449.9;7736.9;3827.1;3961.3;5057.0;4386.6;4520.6;8116.7;8450.9;4071.1;2901.1;8167.3;2515.9;4817.2;6211.5;6576.6;2048.4;7636.3;4846.0;4080.9;7276.7;3260.8;6345.0;4356.2;7325.8;4452.5;6777.4;5522.3;3023.6;10313.7
100mN29624E43146;4044.5;7946.0;2174.0;6810.9;5724.2;6210.7;7407.3;2669.0;3008.1;5076.5;3095.0;10860.9;3054.4;3301.5;5361.2;2571.4;7012.5;6814.5;8465.0;3851.3;8119.1;3281.1;3001.0;3599.3;6805.5;6289.3;943.9;3398.3;7971.4;1502.9;10436.1;7273.3;3813.3;4244.0;4870.8;3529.7;3990.8;8102.9;8410.2;4057.2;2887.3;8153.5;2502.1;4803.3;6197.7;6501.5;2034.5;7622.5;5128.7;3224.1;7236.0;3543.5;6331.2;4342.4;7312.0;3988.9;6736.7;5508.5;2166.8;10299.9
100mN29627E43148;4145.1;8046.6;2274.7;6890.0;5824.8;6311.4;7508.0;2338.8;3108.7;5177.1;2764.8;10961.5;3155.0;3402.1;5461.8;2672.0;7113.1;6915.1;8544.1;3951.9;8219.8;3057.4;3101.6;3699.9;6592.1;6389.9;1044.6;3499.0;8072.1;1491.3;10536.7;7352.4;3913.9;4344.7;4971.5;3199.6;3660.6;8203.5;8510.8;4157.9;2987.9;8254.1;2602.7;4904.0;6298.3;6602.1;2135.2;7723.1;5229.4;2893.9;7336.6;3644.1;6431.8;4443.1;7412.7;4046.0;6837.4;5609.2;1836.6;10400.5
100mN29636E43147;2836.1;6984.7;2239.4;5602.5;6549.1;6077.3;6218.1;2060.0;3861.9;4127.4;1496.9;9899.7;1883.6;3206.5;4152.8;2537.5;7654.0;5853.2;7256.6;3213.2;7485.1;1789.4;4157.6;2390.9;5324.1;5143.8;2008.3;2636.4;6763.1;2309.1;9474.8;6065.0;4145.6;5069.0;3662.5;2055.0;2392.7;7141.7;7220.9;2995.5;2029.3;7192.2;1682.1;3854.2;6234.8;5293.1;2773.2;6661.3;5982.5;1626.0;6046.7;4380.2;6972.7;4029.8;6350.8;2778.0;5547.5;5545.6;1120.8;9338.7
100mN29639E43147;2678.7;6887.7;2212.8;5305.7;6800.3;6050.7;6060.7;1982.2;4113.1;4100.8;1180.6;9802.7;1857.0;3179.9;3995.5;2511.0;7627.4;5756.2;6959.8;3186.6;7458.5;1473.1;4408.8;2233.6;5007.8;4986.4;2802.6;2609.8;6605.7;2864.1;9377.8;5768.1;4119.0;5320.2;3505.1;1738.7;2076.3;7044.7;7063.6;2968.9;2002.7;7095.2;1655.5;3827.7;6208.2;5135.8;2746.6;6564.3;6233.7;1309.6;5889.4;4631.3;6946.1;4003.2;6253.8;2461.7;5390.1;5519.0;804.5;9241.6
100mN29641E43146;2372.8;6581.8;2660.8;4868.4;7248.2;6438.4;5754.8;1687.4;4561.0;4290.1;743.2;9496.7;1937.2;3627.9;3689.5;2958.9;8075.4;5450.3;6522.5;3542.8;7288.3;795.2;4856.7;1927.6;4570.4;4680.5;2917.3;3057.8;6275.9;3104.4;9071.9;5330.8;4567.0;5768.1;3199.2;1303.4;1639.0;6738.7;6757.6;2910.7;2450.7;6789.3;2103.5;3840.2;6656.1;4829.8;3194.5;6258.3;6681.6;872.3;5583.4;5079.3;7394.0;4451.2;5947.8;2024.4;5084.2;5967.0;1044.7;8935.7
100mN29645E43146;2207.2;6416.1;2910.3;4391.6;7536.8;6272.8;5582.3;1866.0;4849.5;4124.4;122.1;9331.1;1771.6;3611.3;3480.0;3104.4;7942.3;5284.6;6045.7;3377.2;7122.7;1035.1;5145.3;1762.0;4093.7;4514.9;3298.0;2909.1;5799.1;3485.0;8906.2;4854.0;4621.2;6056.7;2989.7;1046.2;1116.0;6573.1;6171.1;2745.1;2508.4;6623.7;2367.0;3674.5;6507.5;4622.8;3419.6;6092.7;6970.2;588.9;5417.8;5367.8;7571.1;4302.6;5782.2;1547.6;4918.5;5818.4;1425.3;8770.1
100mN29648E43146;2408.5;6400.5;3178.1;4279.0;7804.6;6540.6;5469.7;2275.5;5117.4;4266.1;493.3;9315.5;2039.4;3879.2;3382.2;3372.2;8210.1;5269.0;5933.1;3645.0;7209.2;1302.9;5413.1;1928.9;3937.4;4477.9;3806.9;3177.0;5686.6;3894.5;8853.3;4741.4;4889.0;6324.5;2891.9;1080.2;744.4;6557.5;6058.5;3012.9;2776.3;6608.1;2634.8;3761.1;6775.3;4510.3;3687.5;6077.1;7238.0;527.9;5380.8;5635.7;7839.0;4570.4;5766.6;1435.0;4861.5;6086.2;1834.8;8717.1
100mN29651E43146;2148.8;6140.9;3128.8;4019.4;7755.3;6439.2;5210.0;2528.2;5068.1;4006.5;746.0;9055.8;1990.1;3829.8;3122.6;3322.9;8160.8;5009.4;5673.5;3595.7;6949.6;1270.5;5363.8;1669.2;3602.7;4218.3;3757.6;3127.7;5426.9;4147.2;8593.7;4481.8;4839.7;6275.2;2632.2;1229.5;509.0;6297.8;5798.9;2963.6;2726.9;6348.4;2585.5;3501.5;6726.0;4250.6;3638.1;5817.4;7188.7;680.1;5121.2;5586.3;7789.7;4521.1;5506.9;1175.4;4601.9;6036.9;2087.5;8457.5
100mN29654E43147;2220.8;6209.0;3286.5;3841.1;7947.1;6507.3;5080.1;2915.1;5259.9;4074.5;1133.0;9123.9;2147.8;3987.5;3191.5;3480.6;8318.5;5077.4;5495.2;3675.6;7017.6;1538.6;5555.6;1747.3;3318.4;4286.3;3949.4;3285.4;5297.0;4534.2;8632.3;4303.5;4997.4;6467.0;2700.3;1553.8;124.9;6345.5;5669.0;3043.5;2884.7;6416.5;2743.2;3569.5;6817.5;4120.7;3795.8;5885.5;7380.5;1054.4;5026.8;5778.2;7947.4;4678.8;5575.0;1233.2;4472.0;6128.4;2474.5;8462.0
100mN29655E43148;2429.1;6417.2;3511.2;4102.7;8171.8;6715.5;5341.7;3107.2;5484.6;4282.8;1463.4;9332.1;2372.5;4212.2;3398.9;3705.2;8543.1;5285.7;5756.8;3900.3;7225.9;1917.8;5780.3;1972.0;3577.7;4494.6;4174.1;3510.0;5558.6;4864.6;8870.0;4565.1;5222.1;6691.7;2908.5;1600.1;757.0;6574.1;5930.6;3268.2;3109.3;6624.7;2967.9;3777.8;7025.8;4382.3;4020.5;6093.8;7605.2;1368.3;5288.4;6002.8;8172.0;4903.4;5783.3;1441.5;4733.6;6336.6;2804.9;8723.6
100mN29660E43146;2731.6;6243.6;4608.0;1014.3;9423.3;6857.7;4717.8;5469.2;6817.0;4426.1;3634.4;8842.7;3394.5;4993.5;2866.9;4685.1;8887.9;5112.1;3622.5;4368.7;7087.3;3668.8;7253.3;2621.5;1575.8;3999.5;5860.1;4338.6;4798.0;6995.8;8270.0;3209.7;6004.5;7943.2;2393.2;4444.8;3144.6;5983.2;5169.9;3560.3;4043.4;6451.1;4239.8;3921.1;7215.6;3758.4;5117.4;5821.9;8911.9;3884.2;4664.5;7334.4;9099.0;5562.9;5609.7;2134.8;4109.7;6526.4;4936.2;8099.7
